Timestamp,Voltage (V),Power Factor,Grid Supply (kW),Grid Frequency (Hz),Generation Capacity (MW),Power Consumption (kW),Current (A),Reactive Power (kVAR),Temperature (°C),Humidity (%),Transformer Fault,Line Trip Events,Overload Condition,Grid Collapse Events
2012-12-05,331732.52,0.824,3932268.46,50.24,4188.33,3823887.94,8080.05,2632826.97,34.9,23.7,0,0,0,0
2012-12-06,329765.4,0.826,4262221.74,49.92,4577.18,4532099.56,9605.06,3091550.14,36.5,34.5,0,1,0,0
2012-12-07,332385.2,0.914,4722267.55,49.84,4694.05,4779689.6,9082.33,2120043.25,26.3,38.5,0,0,0,0
2012-12-08,330384.11,0.802,4530001.86,50.06,3931.31,5550122.41,12087.74,4128265.42,30.6,45.6,0,0,1,0
2012-12-09,323585.04,0.884,3611066.0,49.98,4265.2,4134784.55,8348.59,2190320.37,28.2,49.8,0,0,1,0
2012-12-10,334981.33,0.857,3222971.77,50.06,4882.44,3818350.35,7679.88,2296799.42,29.6,37.8,0,0,1,0
2012-12-11,327531.22,0.876,4943845.7,50.38,3967.41,5202926.83,10469.81,2864891.42,37.1,30.6,0,1,0,0
2012-12-12,322217.09,0.884,4907596.64,50.18,3466.78,5556558.06,11257.34,2932022.32,32.7,45.4,0,0,1,0
2012-12-13,327859.42,0.847,4075381.44,50.01,3807.77,4316501.41,8974.24,2709057.91,34.4,28.9,0,0,0,0
2012-12-14,337503.8,0.844,3491804.7,49.72,3347.68,4179547.54,8468.58,2653095.48,31.9,19.0,0,0,1,0
2012-12-15,334251.11,0.91,4385290.61,49.9,4185.91,4572734.57,8679.53,2083262.54,28.4,44.4,0,0,0,0
2012-12-16,328256.74,0.931,3956806.53,50.14,4532.23,3601687.36,6806.53,1415630.1,34.0,48.2,0,0,0,0
2012-12-17,328253.71,0.829,3954807.55,49.77,3939.48,3362131.58,7134.26,2269101.41,35.8,26.8,0,0,0,0
2012-12-18,328391.82,0.815,4357783.54,50.43,3189.52,5302686.59,11443.95,3775104.85,33.0,54.6,0,0,1,0
2012-12-19,340383.74,0.935,4133749.9,50.0,4510.83,4538239.18,8235.69,1726200.22,33.5,40.8,0,1,0,0
2012-12-20,331909.68,0.852,3525674.04,50.01,3111.85,3893844.96,7945.33,2387748.71,28.3,39.3,0,0,1,0
2012-12-21,332150.21,0.883,3870103.23,49.87,3227.02,4640117.48,9137.38,2470362.83,34.1,29.8,0,0,1,0
2012-12-22,295135.22,0.854,4264461.17,50.02,3910.83,4384642.27,10044.53,2671999.12,36.0,45.2,1,1,0,1
2012-12-23,331193.95,0.819,4204100.89,49.77,4125.89,4263546.36,9076.38,2988487.81,33.2,19.8,0,0,0,0
2012-12-24,328704.79,0.888,4104806.63,50.43,4211.12,4213144.86,8329.74,2177095.71,26.6,31.6,0,0,0,0
2012-12-25,329018.25,0.879,4373369.18,50.26,3966.93,4916662.0,9817.79,2670143.15,36.9,27.7,0,0,1,0
2012-12-26,329641.99,0.83,3855313.2,50.2,4880.02,3781044.36,7974.36,2536458.4,29.2,21.9,0,0,0,0
2012-12-27,329813.89,0.868,4071467.91,49.72,4032.58,3785905.84,7637.13,2168057.95,33.2,43.6,0,0,0,0
2012-12-28,333638.15,0.92,2649768.36,50.04,4517.33,2461542.42,4632.33,1052007.4,34.9,38.4,0,0,0,0
2012-12-29,330259.73,0.889,3820139.92,50.24,4393.48,4450240.71,8755.45,2297595.62,35.2,43.0,0,0,1,0
2012-12-30,333663.2,0.815,4305561.16,50.12,3353.56,4201137.49,8924.56,2992035.09,26.6,32.2,1,0,0,0
2012-12-31,329596.42,0.882,3843842.21,49.8,3915.13,3823847.51,7592.57,2040947.73,32.4,44.9,0,0,0,0
2013-01-01,300745.58,0.905,3813509.04,49.47,5061.66,5423114.01,11498.55,2542835.69,32.2,35.8,1,1,1,1
2013-01-02,320009.0,0.919,3583418.82,49.91,3747.82,3512128.35,6895.67,1507724.49,36.3,30.3,0,0,0,0
2013-01-03,334581.64,0.894,4401346.36,49.88,3662.69,3871006.82,7468.7,1936147.73,33.4,28.6,0,0,0,0
2013-01-04,331732.44,0.823,4219385.31,50.31,4085.29,3762973.91,7958.59,2598226.05,36.3,15.2,0,0,0,0
2013-01-05,334990.05,0.907,4330165.84,49.62,3765.74,4522075.59,8597.36,2105835.1,33.6,46.6,0,0,0,0
2013-01-06,315518.72,0.902,3309514.42,50.13,3603.15,3639581.7,7386.71,1746189.67,31.8,45.5,0,0,0,0
2013-01-07,340441.87,0.804,3935819.98,49.74,3758.36,4053010.89,8552.63,3001103.65,32.6,64.3,0,0,0,0
2013-01-08,329302.05,0.862,3887955.6,49.81,4716.0,4249707.59,8646.03,2501769.06,36.6,31.7,0,0,0,0
2013-01-09,335540.91,0.85,3887771.32,49.6,3931.69,3455125.54,6994.68,2141816.13,28.1,28.3,0,0,0,0
2013-01-10,300541.46,0.9,3753588.98,50.32,3335.96,3974682.75,8480.01,1920388.38,34.7,18.0,1,0,0,1
2013-01-11,333063.87,0.832,3861558.29,50.3,3244.13,4925006.7,10255.95,3278591.38,30.1,44.6,0,0,1,0
2013-01-12,324732.92,0.889,4339857.91,50.05,5103.4,5091861.67,10187.52,2627915.19,29.5,42.3,0,0,1,0
2013-01-13,326881.16,0.937,3234859.46,49.76,3888.33,3645354.03,6871.61,1359276.36,35.1,50.5,0,0,1,0
2013-01-14,339570.16,0.92,4710917.91,50.2,4217.29,4635672.93,8570.19,1979392.18,29.4,25.8,0,0,0,0
2013-01-15,329046.59,0.938,4193536.45,50.25,3614.31,4303404.51,8048.04,1587223.74,33.1,42.2,0,0,0,0
2013-01-16,331087.16,0.947,3983067.24,50.02,4160.49,4181552.52,7701.71,1421682.2,30.5,29.8,0,0,0,0
2013-01-17,334350.34,0.802,4362733.66,50.41,4729.66,5154284.54,11103.2,3844234.89,24.9,48.4,0,0,1,0
2013-01-18,312738.2,0.893,3419266.1,50.07,3673.87,4538444.58,9378.08,2282096.06,33.4,40.4,1,0,1,1
2013-01-19,330752.09,0.862,3734119.64,50.14,4229.29,4117208.13,8338.15,2421977.91,32.4,19.4,0,0,1,0
2013-01-20,331824.81,0.929,3951569.83,49.84,3297.13,4082898.3,7647.04,1626756.79,26.3,33.7,0,0,0,0
2013-01-21,342017.08,0.838,4546224.15,50.13,5011.43,5133898.66,10344.58,3346029.89,29.9,15.5,0,0,1,0
2013-01-22,329711.91,0.947,3981401.37,50.04,4134.27,4300838.26,7951.28,1456588.37,26.6,23.4,0,0,0,0
2013-01-23,331005.5,0.892,4180021.87,50.1,3793.6,4407424.56,8617.81,2232844.86,34.2,24.0,0,0,0,0
2013-01-24,335253.27,0.919,3764168.4,49.86,3851.06,3672667.43,6882.05,1575262.77,36.2,28.6,0,0,0,0
2013-01-25,335527.63,0.813,4194736.83,50.03,3744.98,4356833.31,9223.1,3122139.03,34.5,32.4,0,0,0,0
2013-01-26,335935.15,0.828,4670895.84,49.84,3770.55,4400202.15,9138.58,2985360.37,35.0,36.6,0,0,0,0
2013-01-27,333193.65,0.914,4398210.68,49.57,2776.25,4600467.23,8723.93,2045343.82,30.4,36.1,0,0,0,0
2013-01-28,324284.98,0.803,3967417.6,50.2,3951.02,4201063.33,9310.97,3114732.21,33.6,34.8,0,0,0,0
2013-01-29,338167.16,0.923,4270196.34,49.7,3930.06,3456929.6,6397.6,1446132.25,32.0,38.3,0,0,0,0
2013-01-30,324268.27,0.802,4231006.78,50.02,4244.33,4345100.31,9645.18,3235156.1,32.6,22.5,0,0,0,0
2013-01-31,331513.18,0.899,4202635.07,50.07,3738.43,3918587.28,7594.82,1913725.25,34.9,35.7,0,0,0,0
2013-02-01,326228.62,0.855,4444781.34,50.07,3614.48,4888654.69,10121.86,2968413.8,35.5,49.3,0,0,0,0
2013-02-02,329679.31,0.892,4441791.08,49.94,3996.11,4946893.68,9715.15,2510710.09,30.8,33.3,0,0,1,0
2013-02-03,331643.81,0.904,3949136.56,50.05,3193.82,3978225.97,7657.63,1876828.12,27.8,39.9,0,0,0,0
2013-02-04,331606.79,0.851,4256751.62,50.09,4071.71,4703294.27,9618.32,2897885.9,31.4,39.0,0,0,1,0
2013-02-05,332109.6,0.816,3846762.03,50.15,3069.09,4266469.52,9087.26,3020199.45,31.3,43.6,0,1,1,0
2013-02-06,338068.56,0.81,3630771.04,50.35,4560.41,3728905.03,7857.63,2695349.77,32.9,37.9,1,0,0,0
2013-02-07,332267.67,0.888,3892202.5,50.05,4342.13,4683988.18,9161.94,2421165.88,34.5,43.5,0,0,1,0
2013-02-08,294421.74,0.878,3969488.74,50.13,3536.91,4705311.24,10507.87,2563948.24,26.3,40.1,0,0,1,1
2013-02-09,334820.44,0.911,3335367.6,49.82,4330.57,3992890.53,7555.08,1803713.28,30.0,41.6,0,0,1,0
2013-02-10,335947.35,0.876,4344133.02,50.09,4055.76,4463510.05,8752.1,2451981.41,29.1,39.4,0,1,0,0
2013-02-11,323861.96,0.863,2893069.83,50.13,3495.49,2793743.12,5768.6,1632744.72,35.8,24.9,0,0,0,0
2013-02-12,332987.0,0.86,5085926.78,49.96,2988.56,5161428.13,10409.47,3066534.96,31.4,23.3,0,0,0,0
2013-02-13,304738.41,0.804,4600751.65,50.17,4158.22,5334660.63,12571.32,3945912.1,30.5,31.5,0,1,1,1
2013-02-14,328512.18,0.85,3895596.51,49.94,3602.86,4396008.42,9085.67,2720547.96,33.6,50.5,0,0,1,0
2013-02-15,336878.53,0.946,4003770.54,50.13,4547.48,3562247.15,6450.81,1215722.51,30.2,33.3,0,1,0,0
2013-02-16,329249.72,0.931,4121188.75,50.18,4007.02,4899932.1,9228.66,1920610.61,32.0,38.1,0,0,1,0
2013-02-17,330627.88,0.849,3764335.84,50.18,3650.21,3600260.79,7401.47,2236852.25,37.4,15.3,0,0,0,0
2013-02-18,329134.64,0.888,4077047.66,50.02,4898.92,4622007.61,9128.53,2391309.9,37.4,36.9,0,0,1,0
2013-02-19,330077.9,0.927,3942400.01,49.79,4288.22,4149070.81,7827.98,1677484.27,30.8,35.9,0,0,0,0
2013-02-20,324518.62,0.866,3962290.91,49.88,2172.46,4267710.35,8765.59,2462077.25,31.5,8.3,0,0,0,0
2013-02-21,322799.75,0.803,4072584.43,50.12,3756.8,4035913.5,8992.87,2998634.09,30.1,37.9,0,0,0,0
2013-02-22,337972.53,0.811,3474588.88,50.49,3307.96,3770904.6,7941.24,2718557.26,26.2,18.5,0,0,0,0
2013-02-23,325765.19,0.877,4015827.89,49.93,3600.1,4270822.64,8635.06,2344992.22,35.1,27.7,0,0,0,0
2013-02-24,325043.04,0.945,4065379.1,50.09,3927.63,3675951.94,6906.3,1267027.97,39.3,44.9,0,0,0,0
2013-02-25,319233.05,0.904,4051539.85,49.89,4177.02,3864156.13,7730.84,1827696.68,30.7,36.6,0,0,0,0
2013-02-26,326805.19,0.811,3913667.7,49.81,4130.68,3897656.06,8494.29,2815397.23,29.5,30.5,0,0,0,0
2013-02-27,293744.22,0.828,4455143.11,50.16,4538.94,5267310.67,12497.32,3561526.57,31.2,29.7,0,0,1,1
2013-02-28,338210.08,0.916,3858538.98,49.58,4318.3,4534867.91,8454.05,1990185.02,32.3,30.8,0,0,1,0
2013-03-01,335049.09,0.926,4090930.36,50.27,4287.37,4298346.33,7996.87,1749535.81,28.6,36.6,0,0,0,0
2013-03-02,326559.25,0.893,4518919.01,49.55,4100.75,4392989.69,8700.7,2218222.6,30.6,23.0,0,0,0,0
2013-03-03,341262.18,0.897,3968249.54,49.95,4643.4,3971912.31,7494.13,1961066.13,35.0,46.2,0,0,0,0
2013-03-04,334908.83,0.804,4085785.31,49.76,3841.86,4083961.79,8753.93,3017789.19,32.4,23.5,0,0,0,0
2013-03-05,328375.84,0.924,3961446.15,49.82,3854.85,4045409.21,7695.33,1670705.2,35.8,17.7,0,0,0,0
2013-03-06,317502.97,0.918,4494947.92,50.28,3047.21,4236340.35,8389.3,1827059.48,33.1,44.9,0,0,0,0
2013-03-07,341454.71,0.839,3896910.18,50.04,4528.08,3774574.04,7608.29,2449417.05,28.7,30.6,0,0,0,0
2013-03-08,323052.14,0.906,4513341.83,49.81,3961.54,5085004.83,10027.33,2371268.67,30.3,35.7,0,0,1,0
2013-03-09,321773.01,0.832,3958564.84,49.88,5466.8,4229862.35,9119.55,2817948.72,32.7,41.5,0,0,0,0
2013-03-10,290209.81,0.806,3656216.11,49.92,3797.23,4289758.97,10587.62,3149788.68,28.6,27.8,0,1,1,1
2013-03-11,342198.76,0.83,4271749.27,49.99,4044.29,4486457.13,9117.95,3012926.92,28.2,36.4,0,0,0,0
2013-03-12,336921.36,0.827,3878132.87,50.03,4273.25,4054370.44,8403.05,2758365.52,28.4,41.5,0,0,0,0
2013-03-13,332819.55,0.851,4248200.36,50.38,3449.05,4371767.29,8915.19,2701769.87,33.5,51.4,0,0,0,0
2013-03-14,332973.77,0.863,2908238.25,49.62,4179.27,3204036.57,6439.22,1877637.06,30.9,29.9,0,0,1,0
2013-03-15,334267.08,0.876,4002082.1,49.99,4017.33,4379542.47,8632.39,2407979.82,35.5,30.4,0,0,0,0
2013-03-16,333794.64,0.872,3816157.88,49.94,3848.16,3407156.21,6762.05,1917096.73,29.3,40.6,0,0,0,0
2013-03-17,331405.96,0.841,3574696.53,50.19,4586.3,3706401.86,7681.42,2388278.07,24.6,37.1,0,0,0,0
2013-03-18,285609.52,0.804,3778703.6,50.38,3548.13,3795514.16,9538.46,2803410.6,31.6,33.6,1,0,0,1
2013-03-19,329687.03,0.891,3770518.74,50.12,4137.45,4198690.26,8254.45,2142149.62,36.9,50.9,0,1,1,0
2013-03-20,326230.18,0.859,3980805.68,50.07,4727.33,4485439.11,9237.28,2669086.62,32.1,18.2,0,0,1,0
2013-03-21,294168.87,0.845,3453069.42,49.78,3646.69,4004299.23,9302.82,2536247.56,27.9,20.8,1,1,1,1
2013-03-22,321535.22,0.93,4126509.51,50.24,3851.56,4284654.29,8272.27,1692848.98,27.1,18.3,0,1,0,0
2013-03-23,329508.3,0.912,4546485.91,50.16,5172.65,3813846.85,7327.16,1715225.22,35.6,47.0,0,0,0,0
2013-03-24,325057.04,0.929,4112371.4,50.18,4237.2,4718037.27,9023.65,1884441.2,29.6,40.1,0,0,1,0
2013-03-25,324482.05,0.874,4323595.44,50.25,3746.9,4846609.43,9863.98,2691383.45,36.6,21.3,0,0,1,0
2013-03-26,330899.47,0.82,4437824.98,50.08,4401.31,5170103.94,11005.75,3613595.07,34.0,33.8,0,0,1,0
2013-03-27,336960.01,0.904,4494595.8,50.3,3715.95,5387467.1,10206.32,2541233.01,29.7,34.7,0,0,1,0
2013-03-28,334591.58,0.831,4748055.48,50.08,3217.54,4404244.37,9146.21,2949226.18,35.5,12.9,0,0,0,0
2013-03-29,283756.57,0.866,3800319.2,49.86,4686.18,5413768.8,12716.94,3123344.55,29.2,36.9,1,1,1,1
2013-03-30,325051.86,0.81,3712606.41,50.0,3448.47,4447444.24,9755.43,3222782.5,27.7,23.2,0,0,1,0
2013-03-31,334703.86,0.924,4313386.26,50.0,5225.86,3884386.41,7253.12,1609955.63,29.4,42.1,0,0,0,0
2013-04-01,325087.56,0.819,4283306.49,49.9,3755.33,4424136.8,9594.92,3100813.51,30.3,58.5,0,0,0,0
2013-04-02,328876.83,0.935,4310270.12,50.33,5066.63,4369147.55,8199.27,1650672.35,31.4,72.2,0,0,0,0
2013-04-03,332750.26,0.93,4755712.98,50.06,3315.66,5400331.74,10079.27,2140549.68,26.8,82.9,0,0,1,0
2013-04-04,325158.28,0.87,4004547.96,50.02,4512.75,3246110.18,6627.42,1842373.82,22.4,79.7,0,0,0,0
2013-04-05,330526.88,0.912,4170462.62,50.08,4249.86,5136324.12,9841.34,2315351.86,23.3,75.1,0,0,1,0
2013-04-06,323329.87,0.893,3607844.7,50.6,4418.87,3747635.31,7494.45,1889612.94,24.8,69.2,0,0,0,0
2013-04-07,326993.16,0.92,4854128.45,49.77,4484.01,5541518.86,10629.77,2352963.35,24.1,55.0,0,0,1,0
2013-04-08,331598.91,0.865,3865382.03,49.83,3751.13,4035367.14,8124.72,2343311.78,28.8,65.6,0,0,0,0
2013-04-09,292595.62,0.918,3876713.63,49.81,3345.58,5167185.93,11108.2,2234238.78,33.8,67.7,0,0,1,1
2013-04-10,332202.37,0.869,3861300.04,49.95,3974.54,3157995.8,6313.12,1795060.21,30.4,67.0,0,0,0,0
2013-04-11,329901.81,0.941,3742041.66,50.05,4111.52,3785119.15,7038.46,1359390.46,24.6,54.7,0,0,0,0
2013-04-12,332762.45,0.873,3708225.18,49.91,3764.08,4208005.39,8363.52,2351392.81,25.9,74.3,0,0,1,0
2013-04-13,331119.57,0.869,3790518.29,49.89,4138.78,4089488.73,8201.77,2324270.3,26.5,58.2,0,1,0,0
2013-04-14,336820.7,0.918,3453681.63,50.03,4164.81,3061052.91,5717.18,1324579.57,29.2,85.5,0,0,0,0
2013-04-15,311669.76,0.923,3685872.83,49.87,3544.99,4586474.79,9202.6,1908794.99,32.7,71.5,1,1,1,1
2013-04-16,327852.97,0.883,4779585.24,50.06,4197.49,4627239.63,9226.48,2457491.98,26.6,79.8,0,0,0,0
2013-04-17,330611.49,0.827,4294262.06,50.22,3866.39,4120164.41,8700.54,2801249.21,32.6,79.6,0,0,0,0
2013-04-18,332716.49,0.87,4370361.67,50.14,3650.01,3924281.36,7825.72,2222270.8,34.3,90.8,0,0,0,0
2013-04-19,330244.3,0.945,4470883.51,50.18,4393.69,4971042.43,9194.39,1716916.94,27.0,71.8,0,0,1,0
2013-04-20,330202.96,0.913,4733653.83,50.22,3611.5,5497199.03,10528.19,2457177.79,26.9,66.1,0,0,1,0
2013-04-21,326490.04,0.922,3291430.98,50.06,3771.67,4153833.01,7969.68,1748490.61,26.9,66.3,0,0,1,0
2013-04-22,326685.5,0.805,3508046.75,49.97,4036.03,3166346.02,6952.05,2334184.31,28.2,85.0,0,0,0,0
2013-04-23,322986.97,0.87,3678510.54,49.85,4687.16,4144714.72,8514.13,2346930.74,26.9,56.8,0,0,1,0
2013-04-24,338747.88,0.897,3812108.08,49.92,4096.39,4320327.42,8209.0,2129087.06,30.7,61.2,0,0,1,0
2013-04-25,323780.68,0.925,3879772.24,49.9,4264.14,3848538.26,7422.92,1586738.93,23.4,72.4,0,0,0,0
2013-04-26,326535.47,0.807,3821208.98,50.15,3851.18,3661643.55,8018.65,2675817.15,26.4,68.5,0,0,0,0
2013-04-27,326407.96,0.928,4087723.57,50.07,3960.76,3848288.3,7336.03,1546647.46,29.0,79.7,0,0,0,0
2013-04-28,334474.62,0.882,4014118.16,50.14,3975.56,4003138.24,7832.13,2136020.95,30.6,56.6,0,0,0,0
2013-04-29,328525.25,0.83,3710866.08,49.77,4146.65,3971599.55,8413.35,2673095.39,34.6,69.3,0,0,0,0
2013-04-30,336238.71,0.848,3129780.49,50.29,3852.02,3711954.72,7519.85,2323964.57,24.1,68.1,0,0,1,0
2013-05-01,326632.55,0.842,3602852.52,49.91,4670.0,4181232.25,8774.51,2675791.48,26.0,59.3,0,0,1,0
2013-05-02,331394.97,0.88,3780304.54,49.78,3813.42,3358642.96,6652.09,1816191.42,21.2,78.8,0,0,0,0
2013-05-03,325823.26,0.808,3901168.23,49.91,3146.38,3788485.61,8310.83,2764945.8,24.7,69.1,0,0,0,0
2013-05-04,340725.75,0.824,3548133.02,50.5,5371.4,4186669.36,8611.75,2881181.04,22.7,68.7,1,0,1,0
2013-05-05,324062.01,0.922,3803677.41,49.92,3836.32,3715777.15,7180.84,1561508.45,26.4,61.8,0,0,0,0
2013-05-06,331549.1,0.82,3547605.04,49.93,4656.58,3704794.4,7868.64,2587015.54,27.3,66.3,0,0,0,0
2013-05-07,333168.88,0.835,3949672.26,49.96,4702.4,3473622.63,7208.85,2288969.2,29.4,59.8,1,0,0,0
2013-05-08,332069.0,0.868,3570763.47,49.97,4472.61,4161022.6,8334.67,2380369.66,27.1,78.6,0,0,1,0
2013-05-09,329073.56,0.878,3660438.14,49.84,3900.99,3143310.4,6284.24,1717321.13,29.4,80.3,0,0,0,0
2013-05-10,329350.9,0.915,3476526.35,50.03,4143.34,3079225.24,5902.26,1361908.27,28.3,86.8,0,0,0,0
2013-05-11,330219.06,0.867,3938599.72,50.22,3362.74,4549404.49,9173.24,2613556.66,24.9,74.3,0,0,1,0
2013-05-12,329264.99,0.918,3653420.89,50.06,4995.07,4537571.28,8662.59,1953733.88,22.9,66.6,0,0,1,0
2013-05-13,334819.4,0.893,4362713.71,49.78,3574.1,4454064.1,8603.09,2247849.43,29.8,65.3,0,0,0,0
2013-05-14,341052.62,0.817,4162340.11,49.93,3873.05,4350951.22,9015.69,3071292.49,32.9,74.9,0,0,0,0
2013-05-15,327212.54,0.823,3972059.25,49.89,4049.49,4531436.24,9709.75,3122337.86,35.6,72.0,0,0,1,0
2013-05-16,323150.99,0.866,3681005.8,50.01,3946.28,3971602.0,8197.94,2297985.53,30.8,68.3,0,0,0,0
2013-05-17,329558.59,0.86,4152208.12,50.27,3671.56,4204850.57,8570.27,2500209.03,32.4,67.4,0,0,0,0
2013-05-18,342898.55,0.912,4276280.36,49.97,4697.17,4282500.8,7910.42,1932014.75,29.4,81.7,0,0,0,0
2013-05-19,325981.63,0.887,4057075.36,49.98,4475.14,3624267.39,7235.84,1885679.11,28.9,65.7,0,1,0,0
2013-05-20,338195.58,0.858,4641480.74,50.36,4161.02,4981674.25,9909.42,2979427.48,28.3,83.5,0,0,0,0
2013-05-21,338388.5,0.826,4183854.93,50.18,3800.22,4354591.01,8999.0,2975983.64,27.7,71.8,0,0,0,0
2013-05-22,327232.06,0.834,4365442.89,50.11,4532.14,4392575.78,9292.3,2905783.08,29.8,66.3,0,0,0,0
2013-05-23,332844.92,0.886,4053426.17,50.39,3767.77,3850019.24,7534.72,2011454.87,26.4,62.1,0,0,0,0
2013-05-24,338141.98,0.864,4270265.78,50.1,4785.2,4099228.46,8105.36,2394084.76,27.6,68.5,0,0,0,0
2013-05-25,328104.36,0.877,3681287.51,49.6,4055.61,4092994.21,8210.14,2239818.98,24.5,75.0,0,0,1,0
2013-05-26,328982.1,0.826,3816640.65,50.17,4614.89,4343972.02,9233.87,2968866.85,29.4,66.2,0,0,1,0
2013-05-27,327091.6,0.899,4139745.42,49.68,3943.09,4211314.93,8264.52,2046356.11,25.1,78.5,0,0,0,0
2013-05-28,324926.22,0.928,4136839.79,50.09,4035.77,4164771.91,7975.42,1673649.59,28.1,65.7,0,0,0,0
2013-05-29,326753.61,0.839,4203044.73,49.66,4612.71,4054404.87,8541.7,2632745.85,29.5,68.8,0,0,0,0
2013-05-30,323880.3,0.874,4440157.16,49.91,5096.96,5078127.84,10360.55,2827066.33,29.8,57.1,0,0,1,0
2013-05-31,330170.42,0.946,3430011.53,49.93,4780.18,3612143.69,6674.58,1233673.98,30.3,75.6,0,0,0,0
2013-06-01,326150.13,0.85,3610218.98,49.85,4438.57,3923550.24,8171.26,2431739.68,27.4,67.3,0,0,0,0
2013-06-02,331168.93,0.889,4091829.06,49.93,4294.64,4443100.36,8710.61,2285402.01,29.5,85.8,0,0,0,0
2013-06-03,322220.52,0.814,3710254.55,50.21,3746.53,3781602.14,8328.92,2703149.95,26.5,77.0,0,0,0,0
2013-06-04,331654.4,0.891,5351107.3,49.86,4147.61,4995065.97,9760.34,2546558.21,22.1,70.8,0,0,0,0
2013-06-05,334167.64,0.813,4206287.85,50.11,3543.48,3997599.96,8490.75,2858427.28,29.6,82.3,0,0,0,0
2013-06-06,320031.32,0.944,3968667.66,49.81,4187.89,4614721.33,8820.09,1614729.7,28.9,74.1,0,0,1,0
2013-06-07,331870.28,0.907,3793812.29,49.96,4220.03,3708191.9,7109.82,1718014.78,31.0,80.1,0,0,0,0
2013-06-08,336138.34,0.918,3807935.09,50.06,3019.58,3842068.53,7186.84,1657216.14,27.9,61.4,0,0,0,0
2013-06-09,323951.79,0.906,4012056.26,49.8,4019.37,3757535.21,7394.66,1759651.97,23.2,74.6,0,0,0,0
2013-06-10,338362.86,0.888,4044792.77,49.74,4207.44,3755158.7,7211.86,1939818.64,27.7,75.0,0,0,0,0
2013-06-11,332095.1,0.867,3817320.34,50.1,3958.15,3714571.44,7444.28,2130119.38,30.7,54.6,0,0,0,0
2013-06-12,326474.94,0.929,3890739.1,50.22,4179.02,4742191.24,9029.57,1892736.69,29.4,85.1,0,0,1,0
2013-06-13,310206.42,0.944,4537713.83,49.79,3329.14,5966699.3,11769.8,2095088.9,27.6,58.4,0,1,1,1
2013-06-14,332791.63,0.875,4553801.99,49.91,3612.07,4541602.86,9006.16,2514564.44,23.0,57.0,0,0,0,0
2013-06-15,330380.03,0.94,4100813.59,50.03,4517.47,4749921.86,8833.01,1728238.17,24.9,41.5,0,0,1,0
2013-06-16,332693.78,0.887,3463496.11,50.01,4000.29,3583922.26,7007.85,1860844.6,29.4,74.7,0,0,0,0
2013-06-17,325396.63,0.881,4215401.26,50.05,4169.94,4997080.0,10066.68,2686838.78,23.0,53.6,0,0,1,0
2013-06-18,330846.8,0.868,4621712.98,49.49,3726.74,5874996.91,11809.03,3358252.11,27.0,64.8,0,0,1,0
2013-06-19,322931.43,0.831,4547912.44,49.79,4009.75,5242907.02,11274.43,3504241.99,28.1,78.4,0,0,1,0
2013-06-20,329443.87,0.801,4293770.34,49.83,2848.99,4549056.87,9958.33,3405183.41,31.4,71.9,0,0,0,0
2013-06-21,325480.46,0.836,4568969.18,50.03,4423.01,5116930.17,10854.26,3355610.01,29.8,63.8,0,0,1,0
2013-06-22,326322.35,0.876,4021353.71,50.04,4903.97,4228482.06,8535.83,2322892.46,30.9,54.1,0,0,0,0
2013-06-23,336180.47,0.857,4251241.19,50.13,3467.49,3683276.06,7381.14,2214822.27,28.9,68.9,0,0,0,0
2013-06-24,335456.55,0.867,3727689.77,50.05,3529.83,3670050.22,7283.15,2106687.72,25.5,78.6,0,0,0,0
2013-06-25,293282.23,0.947,4116906.18,49.37,4220.44,4394648.71,9134.47,1489232.86,26.2,77.0,1,1,0,1
2013-06-26,324538.44,0.853,4531813.7,50.29,4736.94,4451695.29,9289.31,2729166.19,25.2,87.9,0,0,0,0
2013-06-27,328417.96,0.868,3764230.64,50.25,3998.95,4627621.46,9374.26,2649497.25,29.8,63.5,0,0,1,0
2013-06-28,336065.49,0.82,3655422.63,49.75,3385.34,4248386.92,8900.43,2965090.59,25.9,56.8,0,0,1,0
2013-06-29,330708.58,0.807,4038995.58,50.07,3895.69,4419018.53,9557.45,3231551.51,26.8,73.1,0,0,0,0
2013-06-30,341596.65,0.916,3909335.12,49.88,3485.03,4422373.96,8157.14,1932762.48,28.1,72.1,0,0,1,0
2013-07-01,331966.59,0.886,4259659.09,50.03,3665.58,3666666.2,7200.75,1922940.89,32.9,70.0,0,0,0,0
2013-07-02,330960.25,0.914,3818696.19,50.21,3847.98,4287702.24,8182.61,1901924.49,30.0,62.5,0,0,1,0
2013-07-03,328454.42,0.822,4687375.85,50.43,3535.34,5362181.87,11459.9,3708277.03,25.7,43.5,0,0,1,0
2013-07-04,330667.7,0.886,3484129.56,50.15,3611.05,2877979.1,5672.99,1507965.12,28.5,59.9,0,0,0,0
2013-07-05,329237.65,0.838,4501493.91,50.06,4037.27,5071039.47,10611.06,3301433.2,33.0,75.6,0,0,1,0
2013-07-06,333540.54,0.834,3694060.31,49.93,4107.52,3352701.93,6956.82,2216279.31,29.8,72.8,0,0,0,0
2013-07-07,304185.27,0.802,3281606.91,50.49,3288.01,3235923.48,7660.76,2412376.74,23.2,79.7,1,1,0,1
2013-07-08,326070.05,0.82,4095150.06,50.27,4198.19,4843054.78,10463.38,3386121.82,25.3,73.5,0,0,1,0
